x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
0.14772430630270916,-0.003773106204019494,2.5449849989863718,-0.35410287679439667,1.6739397972447685,-1.8218541069186411,0.5694019579139983,1.3238418190265937,0.03486241532916554,-0.01727323804817288,0
-0.614252901481858,1.793518655032907,-0.5921361966954815,1.5070983297753884,1.4123806710927012,2.4741192071912943,-1.7784493878621341,0.2909935199279977,0.0635400505023367,1.6610939118967147,0
-0.17309673207055803,-0.18575839999407884,-0.9070845477294458,1.05661373410052,-0.23676055803754095,0.4953224829132543,-0.35232469342008804,-0.14748001007254075,0.6717424821918727,0.9839235372444523,0
-1.4556475121945402,0.514883127661077,0.6774131837529551,0.656776569065086,-0.4998395974016641,-0.6777130847407504,-1.3109223699005317,0.8347737757993914,0.2797480006999844,-1.6808950827464908,1
-1.9420921721521724,-0.5232857701646556,-6.5957444518852695,2.412009693346841,0.21156483319424793,4.376809707882372,-2.752750931757582,-2.067694204685362,1.96754074619586,-0.20331653382972917,0
-0.3754076427582378,0.8012160950771874,1.3714062256947592,0.04852320215447792,-0.6914122042764048,-0.0897048750630165,-0.5273492647987442,0.9765337260366487,0.8611845377637809,1.3015929980039929,0
-0.7994566671721685,0.8663706871725254,1.7024457871518734,-0.868121511347421,1.6332295165199409,-0.5848231104757964,-0.6581243931217463,0.9755096968147849,-2.158341916889131,0.796965795509925,0
-0.9655967472277069,1.0681636905693734,1.4718599688482574,-0.039708734151420066,0.5920368258199804,-0.3918601085648473,-1.0203233466315758,0.9942096663224713,-1.0639936165655535,1.0341099905036009,0
2.0422791342513498,0.7734960189507175,6.926792306461236,-1.9553642955423198,-0.377854888784894,-2.72662034140734,2.3628424805546615,3.29375819126148,-0.2981305792658438,-0.4649261744158378,1
0.32212989672165426,1.581496807374506,2.800783382443302,0.13059453642051844,0.4919155381513867,0.35547492288189464,-0.2749899671151038,1.7895954267254057,0.04112506864187696,-0.42410381558409904,0
-0.9051477053631733,0.42855208348246077,-0.17011597324466968,0.6502822511854038,-0.4214865358515187,0.46146654143473864,-1.067973052290491,0.43506685559448505,-3.2160571992571363,-1.0730552296239266,0
-0.1564287599859221,-0.2449277810786641,1.5040062163423942,-0.14146331409312285,-0.3020310227827632,-1.1984302503302704,0.223389824654594,1.031147249881165,-0.6670414757886871,0.9909581870356614,0
-0.5326885672537455,0.35639138051330055,-1.9131848848697421,1.7535091552571476,-3.031193832490089,2.2474807363070655,-1.2802917232555342,-0.13784279655678067,0.5136350338651522,-0.8966664943333816,0
-1.0417047692833283,1.1166972043694552,-4.083650936737148,3.138629100576133,-0.10213305824070133,4.281310109034276,-2.5685334250610135,-1.0646408555493516,0.9899490399685423,-1.1766718290700633,0
-1.8763837275948119,0.33202792876759335,-1.380994305300017,0.13403872747161005,-0.3492954682052211,0.5085278799539449,-1.7860896484938875,-0.3052438439147739,-0.8705543556461532,-0.7228852010761648,0
-1.8907786561640836,0.43130437680298317,-3.509616107369491,1.5570208176962492,-0.05936745123140444,2.3952653425865282,-2.4413147050122204,-1.053591323244434,1.3091366419632775,-0.35127203711064553,0
-1.3695554262256184,0.7895552985933573,1.034364103832418,-0.4033983030851276,-1.8672735516352748,-0.49629908017930313,-1.1990058436702378,0.8168107171602977,-0.6383032414308838,1.0078568974549134,0
0.8567238368811534,0.9685205144487579,2.9791064297156007,0.5041737246043558,0.5102763111691208,-0.5734444351554069,0.4858036506543712,1.648308024812205,0.8773505067396974,-0.3003268458042407,0
0.6254870813468649,0.2621089058800801,4.320680839333706,-1.1722041262578209,0.46957889689839183,-2.38160955518343,1.1356873856568979,2.1549138954813465,-0.11908614349605941,0.10103348798279618,0
1.5282543880810788,0.44719903803958627,4.894371686646864,-1.1008845610473228,-2.0055761729197408,-1.9184081773546238,1.7267749599930502,2.424985375173261,0.8729328675754577,0.43346565005563986,0
-1.0976004182632697,0.7543639525176867,0.2721247088351556,0.1341567787111223,1.4418053290159079,-0.09966343547278889,-1.1313930228690505,0.28655992026218585,-0.3615773114433937,-0.11149078712511214,0
-2.058049744138131,0.7951458398054992,-0.7533731722347864,-0.15496689112376427,-0.5549993881142102,0.39721882718237983,-2.004565561556256,-0.03967145972666852,-0.8613630529495482,-0.8326711530189439,0
